Content,Kategori
jadi kalau saya suka dengerin radiohead terus saya tidak dengerin musik musik populer begitu hah anjeng saya juga dengarin dua lipa loh bangsat,0
kalau nyetel musik kaya orang budek bangsat bikin emosi saja,0
ini yang punya hajat tidak otak apa bagaimana mana sampai jam sudah bubar ini sampai jam lewatt mana musik dugem,0
musik metal soal satanis haha lucu saja lihat klean yang musik isi bucin tidak tambah wawas tambah galau iya it,0
tidak semua cowok yang tidak main bola bilang banci ye bangsat jangan enak jidat ngejudge orang saya tidak main bola,0
jika saudara mau dengar musik lihat jam lihat sekitar jangan enak mutar musik keras orang lain mau tidur terga,1
sudah emang bangsat acara musik satu itu,0
genre musik tetap edm tetapi lirik deep semua bangsat,0
dalih saja itu mereka kata pengin pakai musik islami mereka memang benci sama chopin dari dulu kala,0
benci banget saya sama musik iklan dana di krl,0
jujur benci banget sama laki mesum yang jadi gatekeeper di industri musik,0
se gimananya kamu benci sama musik dangdut tapi tidak kamu pernah joget kan kalau denger musik dangdut ya kan,0
saya tidak benci orangorangnya tapi cuma kurang suka sama genre musik saja selera musik orang itu bedabeda d,1
alas mengapa saya sangat benci musik ini,0
inti diehard fans of pee wee gaskins doyan banget musik skena benci darah daging dengan kpop,0
marah boleh tapi perlu benci boleh tapi sedikit saja banyak syukur kita kan boleh,1
tidak suka sama kata kata yang keluar dari mulut dia tinggal tutup dengar alihin pakai musik volume full tidak suka o,0
saya sama sekali tidak benci sama bangtan enggak sama sekali tapi saya kurang rasa hormat sama fans yang seolaholah menu,0
pernah kalau saya balik malah ibu kosannya yang kepo ish benci banget gadang ramai loh padahal itutu,0
mohon saya benci banget sama lagu dj gagak itu tidak ada bagus bagus samasekali dan tidak lucu kenapa sih orang pada,0
saya benci dan kesel dewh sama motor yang klakson nya besar banget seperti musik tanjidor ondel ondel sudah begitu suka telpon truz izzz,0
bisa tidak sih tidak usah diskriminasi orang dasar genre musik i mean ya i love kpop tapi tidak usah kaya ya,0
saya tidak suka ya kalau lagi dengerin musik di radio lagu yang diputerin lagu yang tidak saya tau kan saya jadi tidak bisa ikut nyanyi,0
hahaa iya tapi lumayan juga dapet sertif sama ilmu yang bikin tidak suka kalau kampus sih maba wajib iku,0
kenapa pada ngajakin nonton dwp sih demi apa saya tidak suka musik jedak jeduk,0
nikah tidak pakai resepsi tapi punya rumah impi ber soal tidak suka ramai pusing banyak orang ramai musik cepat,0
bagai orang yang tidak suka denger musik dari awal lagu i love kamu rebu keluar sampai sekarang emang gprnh dengerin terus ada versi f,0
selera si yaaa emang tidak suka lagu dan musik tetangga belah tidak nyantol kuping,0
saya tidak suka ya kalau lagi dengerin musik pakai henset kalian ajak ngobrol ganggu banget aseli,0
tidak suka banget sama musik yang terlalu ngebass ini jantung saya asa mau henti detak ketika takut mati,0
saya tidak suka ya kalau lagi diri diem nunggu kereta sambil denger musik badan suka goyang sendiri,0
tidak suka musik keras saya bukan anak mental,0
kirain musik luar soal saya tidak suka musik indonesia,0
saya tidak suka ya kalau balesnya pakai vn pas lagi dengerin musik ganggu suara tau tidak shebel ishh,0
tidak suka sama kata kata yang keluar dari mulut dia tinggal tutup dengar alihin pakai musik volume full tidak suka o,0
cuma tidak suka saja sama orang yang nyuruh ngecilin volume musik ruang saya ketika kaya yang ya kamu siapa jinga,0
saya tidak suka musik huhu,0
tidak tau sih tetapi emang sudah dari dulu sensi banget sama suara seperti begitu aplg musik yang tidak suka tetapi akhir ini makin parah denger,0
kuy nder mutualan tapi tidak suka musik,0
tapi suka musik begitu kan kak nonton artis lokal begitu tidak suka juga kak,0
sa teh tidak suka acara musik yah saya jawab tidak suka ramai ey jawab anjir introvert parah,0
buah bagi lagu yang mirip lagu lain auto jelek dan plagiat bagi netizen super nikmat original dan indie musik banget,0
suara jelek tidak bisa main alat musik tidak ada cewek obviously cant relate,0
suara jelek tidak bisa main alat musik cant relate,0
ingin jadi musisi kenal syukur bisa go internesyenel cuma ya suara jelek jago main alat musik juga tidak ramutu emang wkwkw,0
musik mainstream tidak jelek,1
somehow saya capek jadi orang yang sedikit ngerti musik talking shit like a superior as if kamu only have untuk listen,0
lebih baik jadi diri sendiri ketika usaha tidak jadi orang lain malah hujat selera musik kamu jelek das,0
selera musik perintah kota tasik jelek,0
kadang tuh orang kalau obsessed suka buta mata buta hati musik emang beda selera tapi kalau jelek ya jelek,0
kenapa sound di arab jelek bgtt sihh micnya suara kecil tidak imbang sama backsound feedback teruus musik kep,0
oalah jingan besok uh seni musik sama basa daerah tapi mood saya jelek banget buat ajar,0
saya mah mau gaya apa warna apa style seperti apa tetap cinta sama winner karena sungguh musik adl hal yang utama lagipula m,1
selera musik saya jelek amat ya mau galau bangun tidur belum tidur kerja tugas poko semua giat lagu nya rock,0
padahal bom tentu yang viewersnya sedikit itu lagu jelek dan balik musik kan bagaimana orang bisa enjoy bukan kompetisi,1
konser musik tapi kamera sctv jelek banget,0
pantas jelek terus orang tidak bisa mainin alat musik,0
jelek terus saya gemini tidak bisa main musik anjing,0
me gemini tapi tidak bisa main alat musik arti ya jelek terussss,0
ngopi sambil dengerin musik tapi claritynya jelek kacaw hidup,0
mohon saya benci banget sama lagu dj gagak itu tidak ada bagus bagus samasekali dan tidak lucu kenapa sih orang pada,0
ko acara televisi tidak ada yang bagus ya dengrin musik dulu akhh untuk tani rasa bete saya,0
rasa meski dalam hati alun musik riang ketika laku tugas ringan,1
temen enak kalau ke korea pas autumn suasana bagus banyak festival musik banjir lineup dan tiket gratis,1
selera musik kamu bagus juga,1
couldnt tuju anymore sis musik ter bagus dari sisi komposisi di era musik jaman itu,1
bagus buat ke festival musik,1
makin kesini kok saya rada jijik ya sama dia asa punya scent musik paling tinggi sampai ngejatuhin boygroup la,0
tapi tetap saja sedih saya harus lebih baik dari ini kalau kamu ngefans sama buah band mesti tidak ada bias karena,1
iya sempet seperti kecewa juga si karena tidak sesuai sama musik joji yang saya ekspektasi yang biasa musik r,0
lagu musik tidak kecewa kok cuma ya bias saya tidak dapat part sendiri ya kecewany dapat banget,0
milenials ajak datang ke acara musik semangat banget pada ramai tempat full gilir ajak ke masjid ada saja,0
saya benar benar kecewa berat sama mereka saya pilih komunitas musik krena saya cinta bngt sama musik walaupun saya tidak bgit,0
industri musik kpop lagi duka,1
bisa tidak sih tidak usah diskriminasi orang dasar genre musik i mean ya i love kpop tapi tidak usah kaya ya,1
iya kan saya dulu juga tidak nyangka bakal suka sama boyband korea imejnya dulu tuh tidak banget n heran sama,0
anjing memang itu orang kenapa bawa musik kpop si babi ingin kali kaya nya saya pukul pakai kitab kuning wkwk,0
ada apa kpop sekarang tidak se santuy dulu dulu cuma nikmatin musik dan talent para idol tapi sekarang makin ikut c,0
oh pantas sejarawan goblok benci islam jilat perintah sperti mazzini ngaco terus rupa p,0
kalau tidak suka kpop tidak ush koar koar bacot ngomong begini saja bukan army tapi yang bilang billbo,0
aneh tau mas aji gemes sih wkwkwk langsung lihat komen di yutubnya ada yang bilang kpop laknatullah,0
saya masih tida erti kl musik itu kata haram kan terus kenapa hanya kpop yang di kait sama dajja,0
dalam islam musik emang larang tidak cuma kpop,0
yah kalau kamu rasa sakit kamu nya saja yang baperan yang kita bahas adalah sesuatu yang tidak,0
sok ngelakuin bela mengatasnamakan industri musik kpop asa kamu saja sudah yang ketrigger,0
iya mereka hancur citra musik kpop sudah maksa banget pen masuk bllbrd apa,0
buat artis kpop siapa pasti rusak di mata wasternorang orang sana pasti berfikir kpop ngelakuin berbaga,0
lagi kesel akuu suruh insaf dari kpop sama temen karena haram terus piyo jawab kamu kan suka musik musik juga haram tolol,0
tau hubung nya sama kpop apa kan kpop itu genre musik nah selera musik orang pasti beda kan,1
kenapa yang highlight kpop saja emang musik kpop saja ew,0
emang salah suka kpop emang salah suka dangdut emang salah suka metal emang salah suka rock yuukbelajar un,1
tiap orang punya cara masing buat cari hibur kan nah kalau saya ya dengerin musik hari ini d,1
gemar kpop tapi soal genre musik lebih suka soft rock dan pop,1
ada orangorang yang juga nikmat musik kpop seperti layak nikmat nonton bola atau nikmat sinetron yang,1
orang sok ara bilang musik haram boikot kpop meanwhile orang arab enjoy,1
rlt orang sana kaya lebih santai ya daripada beberapa orang sini yang anti banget kalau lihat orang lain have fu,0
ya kenapa sih anak sekarang suka kpop musik alay degradasi moral remaja padahal kan,0
emang ya kpop bukan genre musik di indonesia seperti lebih puja kaya begitu heran sudah wkwk,0
serius anak kpop tuh bener visually oriented ya bener kata yoongi kalau kpop itu the whole package tidak cuma mus,0
hahaahhahahaah habistu dengar musik selain kpop masuk syurga ahhh ahahahaaha kanina punya mentaliti,0
kalau kamu bahas idol kpop ya kamu bahas industri musik gausa bahas musik kita semua juga tau hellaw salah lapak kamu,0
tertawa bener banget lagu kpop dari nd gen itu emang iconic banget lagu itu bahkan tidak masuk billboard tetapi masih tetap di,1
ya sudah sih anggep saja emang itu kondisi dunia kita lama semua bahagia kenapa musti marah just let it bb,1
mau sampai kapan kpop mata orang indonesia itu ya begitu bener seperti alir sesat padahal alir musik,0
honey tidak ada yang lebih rendah daripada orang yang kekeuh ngomong musik kpop itu bagus,0
astaghfirulloh jelas islam haram musik memang kpop bagi dari seni lukis,0
iya maap kan norak ya kemarin pas lihat iklan exo di natrep langsung rekam iklan mereka sama kalau ada bb,0
tapi musik memang haram dan kpop juga bagi dari industri musik,0
ewh sudah nonton apa apa di sangkut pautin dajjal tolong lah tidak semua kpop buruk loh tidak nyalahin ustad sih,0
dan banyak kaum sini yang masih saja bilang tap musik itu haram ngapain sih muja muja artis kpop there kamu re,0
saya emang perhati musik sih dari dulu its part of my job and ya kpop itu salah satu d,1
ya tetangga kosyan pilih putar musik kpop cepat jam gin heeeeellpp,0
as jurnalis tulis terlalu giring opini yang lihat sangat benci malu kalau aku bagai jurnal,0
jadi maksud dia jangam denger kpop suruh denger musik lain saja lah sama saja,0
selera musik orang beda jangan maksa orang yang suka qosidah buat suka dangdut tidak usah ngejudge yang suka kpop buat,1
dengerin dulukpop tidak melulu soal dance dan musik yang ramai walaupun personilnya ramai,1
ku tidak selalu suka musik kpop bmth juga suka kok,1
telah saya hilang hasrat sama lagu kpop emang exo saja yang nyuguhin musik beda semua genre embat faaakkk i love them jadi much,1
guru seni sekolah masih muda ganteng open minded pula genre musik itu ada banyak mau mereka suka musik dan,1
di indonesia suka kpop seperti bukan suka alir musik tapi alir sesat hadeh,0
kenapa saya yakin ya karena mereka ber mampu buat laku mereka bakat dan mereka mampu bahkan sanga,1
tidak ada hati besar hati member bts yang tidak langsung ludah industri yang hina mereka bertahuntahun padah,0
betul mom sekalipun ya dia visual ok suara ok tapi kalau musik tidak bisa nyentuh ke kita ya tidak bb,0
tanya saya ke mereka kamu semua ini gemar musik atau penggemat visual yang bahas tampil semua kenapa,0
saya dengerin lagumusik tuh nyaman kuping saya saja tidak harus genre kpop terus atau western terus indienesia juga,1
saya sama sekali tidak benci sama bangtan enggak sama sekali tapi saya kurang rasa hormat sama fans yang seolaholah menu,0
konco kpop ki alir musik dajjal dan jin lha ini bocah piknike kurang adoh po ya,0
njer saya ingin punya pribadi seperti chanyeol mampu seni seperti dia selera musik seperti dia keren banget s,1
asli ini saya banget terimakasih telah temu dengan yang punya selera musik sama,1
ada yang tau dj goyang sampai bawah monmaap ini selera musik makin hari makin jadi jadi,0
selera musik kita memang sama persis,1
saya tidak pernah permasalahin selera musik orang tapi moga yang doyan banget dangdut remix bolong kuping tutup lama wkwkwkwkwk,0
selera musik kembang lalu alam bukan sesuatu yang muncul dari lahir,1
saya paling malas ajak debat tentang selera musik karena muat tiap orang beda,1
selera musik mu bisa jadi tentu visi mu yaaah,1
ato pen bagi lagu bagus ke kamu tetapi selera musik kita beda,1
tidak jugaa musik mah selera masing masing,1
selera musik kamu bagus juga,1
jangan murotal dengerin musik saja pakai headset kok selera musik orang kan beda cara kerja orang juga beda ada y,1
kamu boleh keren tapi selera musik orang tidak bisa kamu atur,1
kalau selera musik kita sama kita bisa teman,1
selera musik yang boleh juga,1
musik kualitas tidak ikut selera pasar tetapi pihak kepada nikmat musik,1
musik itu selera tidak ada nama standar bukan arti kamu suka blues dan orang suka musik negara arti tidak keren,1
urus bola memang berangan kalau sudah urus selera musik tidak bisa euy,1
musik bukan melulu soal uang atau angka tapi selera dan jiwa bukan suatu obsesi untuk kuasa dunia tapi mera,1
selera musik saya makin hari makin tua,0
cuma saya mungkin yang suka danilla tapi tidak ngerti musik mungkin selera musik saya yang masih tinggal tahun belakang,0
serah dia lah nder selera musik orang beda beda nder tidak bisa di samain,1
prinsip ku begini saja serah alir musik kamu apa mau korea dangdut metal pop indie dan lain serah seni,1
selera musik kok debat nama juga selera sudah kelar,1
kumpul teman teman satu hobi tapi beda selera musik,1
selera musik nya standar,0
yang suka kata selera musik orang lain itu apa tidak ada urus lain di hidup apa,0
tapi iya juga ya selera musik pengaruh sikap perilaku dan pribadi orang,1
tidak bisa disalahin juga si turut saya karena punya selera musik yang sama sama pasang is such a great feeling bagi beberapa orang,1
ini kan masalah selera musik apa yang bikin malumaluinnya,1
rendah banget selera musik mu lur diketawain tukang bangun yang nyetel koplo,0
selera musik saya sampah banget,0
selera musik saya paling keren kamu semua gangerti starter pack,0
hehe untung selera musik kita sama ya,1
selera musik sampah,0
haha selamat selera musik anda bagus,1
alhamdulillah bisa malmingan dari sore hati digudigidaw sama feast malemnya bikin sejuk sama cinta,1
senang banget akutu kalau sudah nonton isyana kahitna afgan bodoh amat selera musik saya pasar tapi saya suka,1
selera musik perintah kota tasik jelek,0
makin tua makin aneh selera musik saya aseli beneran,0
anjirrr enak banget nyata seperti selera musik kita sama,1
selera si yaaa emang tidak suka lagu dan musik tetangga belah tidak nyantol kuping,0
entah saya saja yang terlalu update atau temen saya yang tinggal mungkin selera musik saya unik,1
saya orang yang suka banget sama musik saya open minded banget sama musik tapi saya belum pernah temu temen yang selera m,1
selera musik baik panjang hidup,1
tiap orang punya selera musik beda ntah itu kpop jpop rock rnb kita tidak bisa maksain semua orang untuk punya selera musik yang,1
selera musik kamu pada bencong banget sih,0
saya rasa selera musik pengaruh ke pola pikir orang,1
kenapa selera musik kita sama anjit,1
selera musik kamu hancur banget bro,0
kita tidak boleh hakim selera musik orang lain tau,1
pertama timwork mereka musik mereka benar selera saya bangtan kaya ajar saya tentang sabar a,1
kenapa sih pada suka komentarin selera musik orang pada rasa yang masuk kuping itu selera musik paling bener sudah,1
jangan suka ngerendahin selera musik orang lain mas mbak nanti gilir situ yang diledekin balik bisa langsung bikin,1
selera musik saya hancur karena teman saya,0
selera musik orang beda jangan maksa orang yang suka qosidah buat suka dangdut tidak usah ngejudge yang suka kpop buat,1
politis yang marah marah ini kalau dibayangin kayak dulu cupu tidak punya selera musik bagus temen juga ada saja,0
tidak harga rumah sendiri wajar memang selera musik tidak bisa disamaratakan apa a shame,0
jadi annoying semua orang punya selera musik yang beda bangke,1
guru seni sekolah masih muda ganteng open minded pula genre musik itu ada banyak mau mereka suka musik dan,1
selera musik bapak vp divisi belah oke juga jadi bisa ikut nikmatin kalau dia sudah mulai play musik cepat wkwk,1
cot selera musik yang tarik boleh kenal,1
selera musik kita hampir sama,1
iyaa iyaa selera musik saya emang rendah,0
jangan pernah hakim selera musik orang bung,1
selera musik kita sama bung,1
emang situ rasa selera musik situ oke tiap orang kan punya standar nya masing,0
selera musik kamu bagus juga,1
dasar kamu soksokan cerdas,1
jelek banget suara kamu bangsat,0
idih sok kenal banget,0
tidak banget deh selera,0
asa musik jelek,0
meski begitu turut saya musik bagus kok,1
sukses terus buat bandnya,1
bagus sih tapi vokalis jelek banget,0
selamat ya karya masuk nominasi,1
dibully musik sedikit saja sudah depresi dasar lemah,0
irama itu loh ganahan enak banget,1
genre musik kamu kampung sob,0
sesal ni pasti yang ngefans sama band begitu,0
bangga deh ngefans sama band musik rock,1
alhamdulillah bisa nonton konser musik yang kualitas,1
musik bicara ketika katakata tidak dapat ekspresi asa,1
jancok,0
hahaha jancok asu,0
halah prioritas jancok,0
jancok woyy klau nilai d yaa ulang juga asu,0
jancok yaa,0
jancok asu mata goblok,0
bajing saya lupa nonton,0
awal sih coba tetapi lama tau musik mereka positif dan kerja keras reja bikin salut sih,1
musik paling wajib,1
musik anjing,0
musik kpop itu bagai surga nikmat banget,1
semua musik enak tapi lebih enak musik metal,1
apa sih musik metal kaya anjing banget tai,0
ya sudah si metal emang paling oke,1
pop dangdut enak juga,1
orang tuh beda beda genre tapi saya lebih suka indie,1
semua tidak sama tidak lagi sama kaya lagu padi pop dulu emang enak,1
musik musik musik dan musik saya suka musik dangdut,1
jazz lebih baik dari dangdut,0
kalau dengar lagu rnb olah oleh ajak ke kenang masa lalu,1
tips untuk tidur lebih nyenyak dengar musik minum susu atau air hangat,1
tanpa musik dunia akan hening,1
musik fungsi bagai stimulus bangkit ingat ke masa lalu,1
musik adalah bahasa universal umat manusia,1
musik melankolis maksud musik yang alun rendah dan pelan nuansa melas,0
selalu dengar lagu karena musik nya enak kadang karena lirik nya sabi tapi bukan karena nyanyi nya siapa,1
musik itu haram kecuali punk budhi broken brain,0
kenapa selalu saja ada orang bacot suka komentar di belakang ketika tonton acara musik,0
industri kreatif indonesia sedang maju yaaa musik indonesia lagi naik banget brand lokal dari fashion dan apa juga,1
lahh baru tau kamu menang kurang folk selera musik kamu ahh,0
hidup itu seperti musik yang harus di komposisi oleh telinga asa dan instink bukan oleh atur,1
emang kampung kudu dangdut inimah di hotel live musik instrumen saja,0
niat ingin bangun siang gitukan tapi suara musik ibu yang senam telah bangun ku,0
blues nama yang beri untuk musik dan genre yang cipta dalam masyarakat afrikaamerika di deep south akhir abad ke,1
musik adalah tindak sosial komunikasi di antara orang ada sikap sahabat yang kuat,1
musik mas pam sudah rambah di dunia ghaib,0
orator ulung butuh menit untuk semangat dengar tapi musik mampu semangat mereka dalam beberapa detik,1
ko acara televisi tidak ada yang bagus ya dengrin musik dulu akhh untuk tani rasa bete saya,0
pagi ini saya sudah gelut dengan cangkir kopi rangkai kata dan tidak lupa alun musik rindu,1
ketika lagi di mood yang tidak enak biasa putar lagu yang calming tapi belakang kangen lagulagunya mcr,1
saya sayang jungkook moga nanti lagu keluar di semua platform musik trending nomor dunia aamiin semangat,1
maap kak saya tidak ngerti musik,0
tiap musik yang cipta milik arti yang beda bagi orang yang beda,1
anjing dan kucing nyata responsif hadap musik anjing lebih cocok dengar musik klasik,0
bisa buka di kantor sambil kerja terus bisa putar musik punk di kantor nongkrong sama teman teman cinta,1
sudah beberapa waktu balik seperti jaman dulu lari tidak pakai musik enak juga sih bisa ngobrol sama diri sendiri,0
berat amat musik pagi jam gin,0
musik tidak ada batas umur nder mau kamu stand umur berapa saja saya tahun stand hari juga tidak pernah rasa,1
pagi pagi dengerin musik metal emang the best,1
musik itu sederhana tapi mampu lahir halhal yang luar biasa musik itu rumit tapi mampu dimegerti oleh kala,1
sebenernya saya sudah tidak bisa nikmat musik lagi karena benci juga saat masa ini saya selalu ngedengerin lirik,0
tiap orang hasil musik dari hati dan saya suka musik yang keluar dari hati otoya rena,1
engkau adalah musik yang indah yang tiap saya mendengatlrkannya hati rasa tenang pikir pertama pagi,1
buku musik kopi jan kurang apalagi kalau bukan alhamdulillah damai sekali siang yang indah,1
kok earphone saya tidak setel musik tapi keluar suara seperti main anak kecil ya,0
ringan beban otak dengan dengar musik,1
musik dengar lebih baik ketika lagu gambar bagaimana asa,1
benci banget saya sama musik edm huhu,0
luv deh sekarang beberapa festival musik bolehin bawa tumblr sendiri dan ada water stationnya,1
